Elevation,LST,NDVI,NDWI,Rainfall,VH,VV,soil_moisture,.geo
30,26.79000000000002,0.2890927218344965,-0.2558374451221881,0.2097388803958892,-15.966020504385318,-8.944729382694145,14.457493782043455,"{""type"":""Point"",""coordinates"":[87.89402582757623,25.397353447000942]}"
47,31.640625000000057,0.1950523311132255,-0.2457625017268801,0.1522417515516281,-16.95859496743218,-9.901885128006809,8.897153854370117,"{""type"":""Point"",""coordinates"":[85.63461279338559,25.297946718963807]}"
66,28.730714285714328,0.3320725700866601,-0.319092452538972,0.1829968094825744,-15.847193453944213,-7.9700559040562275,8.798332214355469,"{""type"":""Point"",""coordinates"":[84.99672344133415,26.33324884785119]}"
74,29.99322580645168,0.1956876111440426,-0.2194237265081272,0.1661082208156585,-17.25921240963848,-9.686338260385092,7.4691948890686035,"{""type"":""Point"",""coordinates"":[83.45747809663663,26.220959992985474]}"
90,29.18225806451619,0.2854650780067145,-0.256949752584785,0.1686416566371917,-16.818564321362086,-9.857388866216407,11.08310890197754,"{""type"":""Point"",""coordinates"":[87.58179937892892,24.949482221697703]}"
51,29.451428571428607,0.2428051637342371,-0.215600624024961,0.1550288647413253,-13.31011674179299,-2.5472746214055064,9.091660499572754,"{""type"":""Point"",""coordinates"":[85.24827195001932,25.69948670540153]}"
698,24.46368421052631,0.3287997089525088,-0.3386712527664613,0.6700875163078308,-13.578454897763727,-6.183570847360056,12.480979919433594,"{""type"":""Point"",""coordinates"":[85.14093581260573,27.406548749335055]}"
75,29.608064516129048,0.2062452659613457,-0.2445609700758817,0.1514082103967666,-17.60284926121286,-10.620236717799326,6.942461967468262,"{""type"":""Point"",""coordinates"":[83.5761742877402,26.09443286475112]}"
77,28.79733333333337,0.2678879280137917,-0.2637549419998975,0.1985120475292205,-15.902423666793814,-8.607906372681882,6.868368625640869,"{""type"":""Point"",""coordinates"":[84.57053608102363,26.67919180374589]}"
67,28.150740740740787,0.2294639219425321,-0.2276437085315014,0.2153192609548568,-16.788207253777873,-9.235798157819133,8.602672576904297,"{""type"":""Point"",""coordinates"":[85.39205039843512,26.551224404844117]}"
